# 23:07:32Apr  1 2024 Parameters: 45 100 0.008
# L=45cm 207.217Pb=100%m d=11.34
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# Name=proton p=0GeV/c  E=0.008GeV
# /run/beamOn 1000000
938.272;1;4.08796;49.8326;186.663;2.52803;proton
0.510999;-1;4.08805;49.8372;186.702;0.00112169;e-
938.272;1;43.3332;24.9446;-67.4522;5.03751;proton
0.510999;-1;43.3514;24.9628;-67.2768;0.00189889;e-
938.272;1;47.9178;14.2789;-32.3434;4.81928;proton
0.510999;-1;48.1297;14.3178;-30.5818;0.00206275;e-
0;0;-42.8799;-25.716;-364.957;0.00486172;nu_mu
938.272;1;17.262;46.9257;108.36;3.39237;proton
938.272;1;40.4386;-29.4061;-53.1269;4.82148;proton
0.510999;-1;40.6261;-29.5552;-51.4941;0.00154276;e-
938.272;1;26.5813;-42.349;-3.79835;4.39848;proton
0.510999;-1;26.6062;-42.3458;-3.24032;0.00253806;e-
0.510999;-1;26.5379;-42.3762;-5.80838;0.00233921;e-
938.272;1;15.9869;-47.3753;-107.803;5.40987;proton
0.510999;-1;15.9876;-47.41;-107.592;0.001864;e-
938.272;1;49.8418;3.97416;-53.9262;4.93263;proton
0.510999;-1;49.8249;4.18036;-57.1617;0.00460738;e-
938.272;1;-1.47024;49.9784;-142.366;5.62577;proton
0.510999;-1;-1.45483;50.1777;-141.393;0.00265055;e-
938.272;1;-16.2676;-47.2797;-56.9686;4.67017;proton
0.510999;-1;-16.2779;-47.3373;-56.6204;0.00232501;e-
938.272;1;-26.4719;42.4174;38.9967;4.02412;proton
0.510999;-1;-26.5558;42.4743;39.7819;0.00680377;e-
938.272;1;18.7137;46.3659;-63.6034;5.01176;proton
0.510999;-1;18.72;46.3964;-63.3775;0.00117639;e-
938.272;1;45.3434;21.0707;-152.463;5.58538;proton
0.510999;-1;45.9865;21.317;-150.294;0.00300122;e-
938.272;1;46.9729;-17.1332;-130.777;5.58443;proton
0.510999;-1;47.4054;-17.2635;-128.339;0.00543553;e-
938.272;1;-5.6307;49.6819;5.58973;4.38708;proton
0.510999;-1;-5.62065;49.8026;6.34927;0.0015017;e-
938.272;1;24.704;43.4708;66.3728;3.72767;proton
0.510999;-1;24.7179;43.4723;66.6405;0.00144763;e-
938.272;1;3.29947;-49.891;-181.304;5.95682;proton
0.510999;-1;3.30684;-50.1879;-180.144;0.00480382;e-
0.510999;-1;3.32871;-49.8891;-181.668;0.00222984;e-
938.272;1;48.6521;11.5312;31.1264;4.21282;proton
938.272;1;-39.0389;31.2405;33.5464;4.14977;proton
0.510999;-1;-39.0507;31.2449;33.6718;0.00126925;e-
0;0;-19.2079;46.1634;-468.132;0.0025189;nu_mu
938.272;1;42.1459;26.9021;-33.337;4.98067;proton
0.510999;-1;42.1803;26.935;-32.9675;0.00422111;e-
938.272;1;-49.9604;-1.99031;-76.6251;5.1479;proton
0.510999;-1;-50.0777;-2.00247;-75.8221;0.00166445;e-
938.272;1;40.3577;29.5171;3.50393;4.45927;proton
0.510999;-1;40.4076;29.5662;4.08757;0.00243875;e-
938.272;1;-18.7433;46.3539;-86.2762;5.21083;proton
938.272;1;23.1903;-44.2968;-48.1897;4.93171;proton
0.510999;-1;23.2111;-44.3206;-47.9925;0.00283365;e-
938.272;1;-37.1423;33.4731;-85.1418;5.28034;proton
0.510999;-1;-37.2306;33.5715;-84.0189;0.00138401;e-
938.272;1;49.7677;4.81444;-35.5741;4.72757;proton
938.272;1;-48.8747;-10.5481;-136.434;5.56438;proton
0.510999;-1;-48.9695;-10.5633;-136.075;0.00145618;e-
0.510999;-1;-48.8755;-10.5443;-136.576;0.00223712;e-
938.272;1;-28.524;41.0656;-201.567;6.09317;proton
0.510999;-1;-28.631;41.2456;-200.654;0.0016435;e-
0.510999;-1;-28.4506;41.1165;-201.847;0.00397078;e-
938.272;1;13.9458;48.0158;45.3864;4.16225;proton
938.272;1;-49.6276;6.09111;-262.398;6.54615;proton
938.272;1;-2.96102;49.9122;216.905;2.24202;proton
0.510999;-1;-2.95943;49.9199;216.97;0.00422315;e-
938.272;1;10.774;48.8254;-205.029;5.994;proton
0.510999;-1;10.7867;48.9335;-204.294;0.00176775;e-
938.272;1;-30.3037;-39.7704;-245.894;6.28688;proton
0.510999;-1;-30.3635;-39.8655;-245.635;0.00135901;e-
938.272;1;-16.4715;47.209;-51.3755;3.88022;proton
0.510999;-1;-16.5624;47.4036;-50.125;0.00176468;e-
938.272;1;-46.8149;-17.5603;-122.348;5.57055;proton
0.510999;-1;-47.4095;-17.6743;-117.624;0.00517632;e-
938.272;1;27.0836;42.0295;-99.0489;5.37054;proton
0.510999;-1;27.2535;42.3331;-96.4009;0.00263707;e-
938.272;1;18.847;46.3119;-133.949;5.642;proton
0.510999;-1;18.9615;46.527;-133.115;0.00157324;e-
938.272;1;-47.7058;-14.9718;-75.6319;5.04039;proton
0.510999;-1;-48.1408;-15.1669;-72.1149;0.00446936;e-
938.272;1;44.2428;23.2933;-276.752;6.57681;proton
0.510999;-1;44.2498;23.296;-276.722;0.0106548;e-
